raw_transaction_string,category_label
DEBIT PURCHASE GYM MEMBERSHIP T:071098,Health/Fitness
EFT BEST BUY 836,Shopping
DEBIT PURCHASE PIZZA 836,Coffee/Dining
PAYROLL LOC:EAST1661,Transfer/Income
VISA POS MCDONALDS,Coffee/Dining
EFT MCDONALDS,Coffee/Dining
SALARY,Transfer/Income
DEBIT PURCHASE PIZZA 836,Coffee/Dining
VISA POS TARGET,Shopping
EFT GAS STATION,Fuel/Gas
EFT WHOLE FOODS,Groceries
POS SALE MARKET 836,Groceries
VISA POS BEST BUY,Shopping
CARD PURCHASE TRADER JOES 836,Groceries
DEBIT PURCHASE TARGET,Shopping
DEBIT PURCHASE APPLE STORE ID:GEWT57297732507583,Shopping
VISA POS SHELL GAS LOC:EAST1661,Fuel/Gas
CARD PURCHASE APPLE STORE,Shopping
CARD PURCHASE SHELL GAS,Fuel/Gas
CARD PURCHASE UBER TRIP,Transport
VISA POS UBER TRIP,Transport
CARD PURCHASE RETAIL,Shopping
VENMO CASH IN T:071098,Transfer/Income
VISA POS UBER TRIP,Transport
DEBIT PURCHASE PHARMACY 836,Health/Fitness
CARD PURCHASE GAS STATION,Fuel/Gas
VISA POS EXXON,Fuel/Gas
DEBIT PURCHASE METRO RAIL T:071098,Transport
VISA POS RALPHS LOC:EAST1661,Groceries
CARD PURCHASE GROCERY T:071098,Groceries
CARD PURCHASE STARBUCKS,Coffee/Dining
EFT APPLE STORE,Shopping
CARD PURCHASE AMAZON.COM,Shopping
PAYROLL,Transfer/Income
DEBIT PURCHASE RETAIL ID:GEWT57297732507583,Shopping
CARD PURCHASE CAFE LOC:EAST1661,Coffee/Dining
VENMO CASH IN ID:GEWT57297732507583,Transfer/Income
CABLE,Utilities
CARD PURCHASE RETAIL LOC:EAST1661,Shopping
SALARY T:071098,Transfer/Income
VISA POS RESTAURANT LOC:EAST1661,Coffee/Dining
POS SALE AMAZON.COM,Shopping
POS SALE PUMP,Fuel/Gas
WATER SERVICE LOC:EAST1661,Utilities
DEBIT PURCHASE GROCERY 836,Groceries
VISA POS TRADER JOES LOC:EAST1661,Groceries
DEBIT PURCHASE RALPHS,Groceries
VISA POS GYM MEMBERSHIP LOC:EAST1661,Health/Fitness
POS SALE SUSHI 836,Coffee/Dining
EFT GROCERY T:071098,Groceries
EFT TRADER JOES,Groceries
DEBIT PURCHASE APPLE STORE,Shopping
POS SALE MCDONALDS,Coffee/Dining
POS SALE AMAZON.COM,Shopping
VENMO CASH IN LOC:EAST1661,Transfer/Income
DEBIT PURCHASE PHARMACY 836,Health/Fitness
VISA POS CAFE ID:GEWT57297732507583,Coffee/Dining
CARD PURCHASE RALPHS T:071098,Groceries
DEBIT PURCHASE STARBUCKS,Coffee/Dining
CARD PURCHASE SUSHI 836,Coffee/Dining
EFT BEST BUY T:071098,Shopping
POS SALE AMAZON.COM,Shopping
VISA POS RALPHS,Groceries
CARD PURCHASE SHELL GAS T:071098,Fuel/Gas
EFT APPLE STORE,Shopping
VISA POS RESTAURANT,Coffee/Dining
SALARY,Transfer/Income
VISA POS GROCERY,Groceries
POS SALE MCDONALDS ID:GEWT57297732507583,Coffee/Dining
DEBIT PURCHASE TRADER JOES,Groceries
DEBIT PURCHASE GROCERY 836,Groceries
VISA POS GROCERY,Groceries
TRANSFER,Transfer/Income
EFT GYM MEMBERSHIP,Health/Fitness
EFT STARBUCKS,Coffee/Dining
EFT WHOLE FOODS,Groceries
VISA POS GROCERY 836,Groceries
CARD PURCHASE SHELL GAS,Fuel/Gas
SALARY,Transfer/Income
VISA POS GROCERY,Groceries
COMCAST,Utilities
CARD PURCHASE MARKET,Groceries
EFT MCDONALDS 836,Coffee/Dining
DEBIT PURCHASE PIZZA T:071098,Coffee/Dining
DEBIT PURCHASE TRADER JOES LOC:EAST1661,Groceries
CARD PURCHASE WHOLE FOODS,Groceries
VISA POS WHOLE FOODS,Groceries
CARD PURCHASE CHEVRON,Fuel/Gas
CARD PURCHASE GYM MEMBERSHIP,Health/Fitness
SALARY,Transfer/Income
POS SALE MARKET,Groceries
EFT UBER TRIP,Transport
CARD PURCHASE AMAZON.COM,Shopping
VISA POS TRADER JOES LOC:EAST1661,Groceries
POS SALE TRADER JOES,Groceries
POS SALE RESTAURANT T:071098,Coffee/Dining
POS SALE GROCERY T:071098,Groceries
VISA POS PIZZA,Coffee/Dining
EFT MARKET LOC:EAST1661,Groceries
POS SALE PHARMACY T:071098,Health/Fitness
CARD PURCHASE WHOLE FOODS 836,Groceries
DEBIT PURCHASE TARGET T:071098,Shopping
AEP ID:GEWT57297732507583,Utilities
PAYROLL ID:GEWT57297732507583,Transfer/Income
EFT PHARMACY ID:GEWT57297732507583,Health/Fitness
PAYROLL,Transfer/Income
DEBIT PURCHASE GYM MEMBERSHIP,Health/Fitness
DEBIT PURCHASE PHARMACY,Health/Fitness
CABLE,Utilities
EFT AMAZON.COM,Shopping
EFT SUSHI,Coffee/Dining
POS SALE PIZZA,Coffee/Dining
EFT GROCERY,Groceries
CARD PURCHASE SUSHI,Coffee/Dining
EFT PHARMACY,Health/Fitness
DEBIT PURCHASE RESTAURANT LOC:EAST1661,Coffee/Dining
EFT UBER TRIP T:071098,Transport
VISA POS UBER TRIP,Transport
WATER SERVICE T:071098,Utilities
POS SALE UBER TRIP,Transport
VISA POS RETAIL 836,Shopping
VISA POS TOLL,Transport
VISA POS APPLE STORE,Shopping
POS SALE WHOLE FOODS 836,Groceries
POS SALE AMAZON.COM ID:GEWT57297732507583,Shopping
CARD PURCHASE TARGET T:071098,Shopping
VISA POS RETAIL T:071098,Shopping
VISA POS WHOLE FOODS ID:GEWT57297732507583,Groceries
EFT STARBUCKS,Coffee/Dining
CARD PURCHASE PIZZA LOC:EAST1661,Coffee/Dining
VISA POS WHOLE FOODS,Groceries
CARD PURCHASE MARKET,Groceries
EFT APPLE STORE T:071098,Shopping
AEP,Utilities
VISA POS GAS STATION 836,Fuel/Gas
CARD PURCHASE UBER TRIP 836,Transport
POS SALE GROCERY,Groceries
PAYROLL LOC:EAST1661,Transfer/Income
DEBIT PURCHASE PIZZA,Coffee/Dining
CABLE,Utilities
CARD PURCHASE AMAZON.COM,Shopping
DEBIT PURCHASE METRO RAIL 836,Transport
VISA POS BEST BUY,Shopping
POS SALE AMAZON.COM,Shopping
VENMO CASH IN,Transfer/Income
DEBIT PURCHASE SUSHI,Coffee/Dining
VISA POS PUMP T:071098,Fuel/Gas
POS SALE WHOLE FOODS T:071098,Groceries
VISA POS PIZZA LOC:EAST1661,Coffee/Dining
CARD PURCHASE TRADER JOES LOC:EAST1661,Groceries
VISA POS WHOLE FOODS ID:GEWT57297732507583,Groceries
CARD PURCHASE GYM MEMBERSHIP,Health/Fitness
POS SALE SHELL GAS,Fuel/Gas
DEBIT PURCHASE TRADER JOES,Groceries
POS SALE DOCTOR,Health/Fitness
VISA POS AMAZON.COM,Shopping
EFT GROCERY LOC:EAST1661,Groceries
CARD PURCHASE PIZZA,Coffee/Dining
DEBIT PURCHASE BEST BUY,Shopping
VISA POS RALPHS ID:GEWT57297732507583,Groceries
POS SALE TRADER JOES,Groceries
AEP ID:GEWT57297732507583,Utilities
VENMO CASH IN,Transfer/Income
VISA POS DOCTOR T:071098,Health/Fitness
CARD PURCHASE RALPHS,Groceries
CARD PURCHASE APPLE STORE,Shopping
CARD PURCHASE RESTAURANT T:071098,Coffee/Dining
EFT RALPHS,Groceries
AEP,Utilities
VISA POS AMAZON.COM,Shopping
POS SALE TARGET,Shopping
PAYROLL,Transfer/Income
EFT MARKET LOC:EAST1661,Groceries
VENMO CASH IN LOC:EAST1661,Transfer/Income
EFT RALPHS,Groceries
CARD PURCHASE DOCTOR ID:GEWT57297732507583,Health/Fitness
DEBIT PURCHASE WHOLE FOODS,Groceries
AEP,Utilities
VISA POS MCDONALDS LOC:EAST1661,Coffee/Dining
PAYROLL,Transfer/Income
EFT APPLE STORE,Shopping
DEBIT PURCHASE AMAZON.COM,Shopping
VISA POS WHOLE FOODS,Groceries
EFT PIZZA LOC:EAST1661,Coffee/Dining
EFT RETAIL,Shopping
VISA POS SUSHI,Coffee/Dining
ELEC BILL,Utilities
CARD PURCHASE RETAIL,Shopping
CARD PURCHASE PHARMACY,Health/Fitness
SALARY 836,Transfer/Income
EFT UBER TRIP,Transport
EFT TARGET LOC:EAST1661,Shopping
VISA POS RESTAURANT,Coffee/Dining
DEBIT PURCHASE STARBUCKS 836,Coffee/Dining
CABLE,Utilities
DEBIT PURCHASE MARKET ID:GEWT57297732507583,Groceries
POS SALE TARGET 836,Shopping
VENMO CASH IN,Transfer/Income
VISA POS PIZZA,Coffee/Dining
TRANSFER,Transfer/Income
VISA POS RETAIL T:071098,Shopping
CARD PURCHASE WHOLE FOODS,Groceries
DEBIT PURCHASE APPLE STORE,Shopping
CARD PURCHASE RALPHS,Groceries
CARD PURCHASE LYFT,Transport
VISA POS RETAIL,Shopping
DEBIT PURCHASE MARKET,Groceries
DEBIT PURCHASE APPLE STORE,Shopping
VISA POS MARKET T:071098,Groceries
EFT AMAZON.COM,Shopping
CARD PURCHASE MCDONALDS,Coffee/Dining
ELEC BILL,Utilities
POS SALE PIZZA,Coffee/Dining
DEBIT PURCHASE RESTAURANT,Coffee/Dining
POS SALE BEST BUY,Shopping
WATER SERVICE,Utilities
VISA POS STARBUCKS,Coffee/Dining
DEBIT PURCHASE APPLE STORE,Shopping
EFT STARBUCKS 836,Coffee/Dining
CARD PURCHASE GROCERY,Groceries
EFT CAFE LOC:EAST1661,Coffee/Dining
EFT MARKET,Groceries
VENMO CASH IN,Transfer/Income
CARD PURCHASE APPLE STORE,Shopping
CARD PURCHASE MARKET,Groceries
DEBIT PURCHASE WHOLE FOODS,Groceries
VISA POS TRADER JOES T:071098,Groceries
TRANSFER,Transfer/Income
DEBIT PURCHASE AMAZON.COM,Shopping
EFT STARBUCKS,Coffee/Dining
VENMO CASH IN,Transfer/Income
CARD PURCHASE RALPHS,Groceries
EFT LYFT,Transport
VISA POS TRADER JOES,Groceries
TRANSFER ID:GEWT57297732507583,Transfer/Income
DEBIT PURCHASE MCDONALDS,Coffee/Dining
CARD PURCHASE TARGET 836,Shopping
AEP LOC:EAST1661,Utilities
DEBIT PURCHASE RALPHS,Groceries
VISA POS BEST BUY 836,Shopping
CARD PURCHASE BEST BUY 836,Shopping
DEBIT PURCHASE PUMP 836,Fuel/Gas
EFT GROCERY,Groceries
VISA POS BEST BUY T:071098,Shopping
POS SALE WHOLE FOODS T:071098,Groceries
VISA POS AMAZON.COM ID:GEWT57297732507583,Shopping
VENMO CASH IN,Transfer/Income
DEBIT PURCHASE MARKET LOC:EAST1661,Groceries
POS SALE LYFT ID:GEWT57297732507583,Transport
SALARY,Transfer/Income
CARD PURCHASE PIZZA T:071098,Coffee/Dining
EFT GROCERY,Groceries
POS SALE MARKET,Groceries
EFT RESTAURANT T:071098,Coffee/Dining
POS SALE GAS STATION 836,Fuel/Gas
EFT WHOLE FOODS,Groceries
DEBIT PURCHASE MARKET T:071098,Groceries
DEBIT PURCHASE GROCERY T:071098,Groceries
POS SALE RETAIL,Shopping
CARD PURCHASE RETAIL T:071098,Shopping
PAYROLL,Transfer/Income
COMCAST ID:GEWT57297732507583,Utilities
DEBIT PURCHASE MARKET T:071098,Groceries
EFT MCDONALDS,Coffee/Dining
VISA POS GAS STATION,Fuel/Gas
EFT GYM MEMBERSHIP 836,Health/Fitness
CARD PURCHASE GROCERY,Groceries
VENMO CASH IN,Transfer/Income
EFT WHOLE FOODS T:071098,Groceries
DEBIT PURCHASE PHARMACY,Health/Fitness
CARD PURCHASE PIZZA,Coffee/Dining
EFT WHOLE FOODS,Groceries
CARD PURCHASE AMAZON.COM,Shopping
POS SALE TRADER JOES,Groceries
EFT SUSHI,Coffee/Dining
POS SALE CHEVRON,Fuel/Gas
POS SALE TRADER JOES,Groceries
DEBIT PURCHASE RESTAURANT,Coffee/Dining
VISA POS APPLE STORE,Shopping
POS SALE UBER TRIP,Transport
DEBIT PURCHASE STARBUCKS,Coffee/Dining
VISA POS MARKET 836,Groceries
EFT PHARMACY,Health/Fitness
CARD PURCHASE AMAZON.COM LOC:EAST1661,Shopping
VISA POS DOCTOR,Health/Fitness
VISA POS TARGET,Shopping
EFT RETAIL LOC:EAST1661,Shopping
TRANSFER ID:GEWT57297732507583,Transfer/Income
VISA POS SUSHI LOC:EAST1661,Coffee/Dining
DEBIT PURCHASE STARBUCKS,Coffee/Dining
CARD PURCHASE BEST BUY LOC:EAST1661,Shopping
VISA POS RETAIL,Shopping
PAYROLL,Transfer/Income
VISA POS BEST BUY ID:GEWT57297732507583,Shopping
POS SALE RETAIL,Shopping
CARD PURCHASE PUMP,Fuel/Gas
CARD PURCHASE WHOLE FOODS 836,Groceries
CARD PURCHASE TARGET,Shopping
EFT GROCERY,Groceries
VISA POS SUSHI,Coffee/Dining
POS SALE MCDONALDS LOC:EAST1661,Coffee/Dining
CARD PURCHASE PIZZA,Coffee/Dining
VISA POS PIZZA ID:GEWT57297732507583,Coffee/Dining
DEBIT PURCHASE CAFE LOC:EAST1661,Coffee/Dining
POS SALE RETAIL,Shopping
CARD PURCHASE UBER TRIP,Transport
CARD PURCHASE MCDONALDS LOC:EAST1661,Coffee/Dining
CARD PURCHASE DOCTOR,Health/Fitness
VENMO CASH IN,Transfer/Income
POS SALE AMAZON.COM,Shopping
CARD PURCHASE RETAIL,Shopping
EFT TARGET 836,Shopping
EFT SHELL GAS,Fuel/Gas
POS SALE PHARMACY ID:GEWT57297732507583,Health/Fitness
EFT GAS STATION,Fuel/Gas
PAYROLL,Transfer/Income
CARD PURCHASE RESTAURANT ID:GEWT57297732507583,Coffee/Dining
VENMO CASH IN,Transfer/Income
POS SALE GAS STATION ID:GEWT57297732507583,Fuel/Gas
CARD PURCHASE RALPHS T:071098,Groceries
CARD PURCHASE RETAIL,Shopping
POS SALE RETAIL ID:GEWT57297732507583,Shopping
CARD PURCHASE RALPHS 836,Groceries
DEBIT PURCHASE MCDONALDS,Coffee/Dining
CARD PURCHASE MARKET LOC:EAST1661,Groceries
VISA POS MARKET LOC:EAST1661,Groceries
CARD PURCHASE SUSHI,Coffee/Dining
CARD PURCHASE BEST BUY,Shopping
VENMO CASH IN 836,Transfer/Income
VISA POS RESTAURANT,Coffee/Dining
POS SALE APPLE STORE,Shopping
DEBIT PURCHASE TOLL,Transport
VISA POS TRADER JOES LOC:EAST1661,Groceries
CARD PURCHASE GYM MEMBERSHIP,Health/Fitness
POS SALE MARKET,Groceries
POS SALE PUMP,Fuel/Gas
DEBIT PURCHASE MCDONALDS,Coffee/Dining
EFT WHOLE FOODS 836,Groceries
WATER SERVICE,Utilities
VISA POS SHELL GAS,Fuel/Gas
DEBIT PURCHASE WHOLE FOODS,Groceries
VENMO CASH IN,Transfer/Income
EFT AMAZON.COM T:071098,Shopping
DEBIT PURCHASE APPLE STORE LOC:EAST1661,Shopping
VISA POS WHOLE FOODS,Groceries
DEBIT PURCHASE EXXON,Fuel/Gas
COMCAST,Utilities
ELEC BILL 836,Utilities
EFT MCDONALDS,Coffee/Dining
VENMO CASH IN LOC:EAST1661,Transfer/Income
VISA POS CAFE,Coffee/Dining
VENMO CASH IN,Transfer/Income
EFT GAS STATION,Fuel/Gas
ELEC BILL,Utilities
DEBIT PURCHASE RALPHS ID:GEWT57297732507583,Groceries
CARD PURCHASE SHELL GAS,Fuel/Gas
POS SALE MARKET,Groceries
TRANSFER,Transfer/Income
CARD PURCHASE SUSHI LOC:EAST1661,Coffee/Dining
POS SALE PUMP,Fuel/Gas
DEBIT PURCHASE GROCERY ID:GEWT57297732507583,Groceries
VISA POS SHELL GAS,Fuel/Gas
CARD PURCHASE APPLE STORE ID:GEWT57297732507583,Shopping
POS SALE RESTAURANT LOC:EAST1661,Coffee/Dining
VISA POS PUMP,Fuel/Gas
EFT RESTAURANT LOC:EAST1661,Coffee/Dining
VISA POS GYM MEMBERSHIP T:071098,Health/Fitness
VISA POS RALPHS 836,Groceries
POS SALE RALPHS LOC:EAST1661,Groceries
POS SALE UBER TRIP T:071098,Transport
DEBIT PURCHASE AMAZON.COM,Shopping
EFT WHOLE FOODS,Groceries
PAYROLL,Transfer/Income
CARD PURCHASE BEST BUY T:071098,Shopping
POS SALE EXXON,Fuel/Gas
VISA POS GROCERY,Groceries
POS SALE CAFE,Coffee/Dining
CARD PURCHASE GROCERY,Groceries
EFT GROCERY,Groceries
DEBIT PURCHASE RESTAURANT,Coffee/Dining
POS SALE GROCERY T:071098,Groceries
VISA POS MARKET,Groceries
DEBIT PURCHASE SUSHI ID:GEWT57297732507583,Coffee/Dining
AEP LOC:EAST1661,Utilities
VISA POS GROCERY,Groceries
VISA POS RETAIL,Shopping
VISA POS RALPHS,Groceries
DEBIT PURCHASE RALPHS,Groceries
TRANSFER,Transfer/Income
EFT TRADER JOES 836,Groceries
DEBIT PURCHASE AMAZON.COM,Shopping
POS SALE STARBUCKS LOC:EAST1661,Coffee/Dining
VENMO CASH IN 836,Transfer/Income
CARD PURCHASE WHOLE FOODS,Groceries
VISA POS APPLE STORE,Shopping
EFT EXXON,Fuel/Gas
DEBIT PURCHASE MARKET LOC:EAST1661,Groceries
POS SALE GROCERY,Groceries
EFT EXXON,Fuel/Gas
EFT PIZZA T:071098,Coffee/Dining
VISA POS STARBUCKS 836,Coffee/Dining
POS SALE RESTAURANT,Coffee/Dining
POS SALE CAFE,Coffee/Dining
VISA POS SUSHI ID:GEWT57297732507583,Coffee/Dining
EFT APPLE STORE,Shopping
EFT MARKET,Groceries
CARD PURCHASE WHOLE FOODS,Groceries
VISA POS MCDONALDS,Coffee/Dining
POS SALE GYM MEMBERSHIP,Health/Fitness
COMCAST LOC:EAST1661,Utilities
VISA POS BEST BUY,Shopping
VISA POS GROCERY,Groceries
CARD PURCHASE RETAIL,Shopping
POS SALE PHARMACY,Health/Fitness
SALARY ID:GEWT57297732507583,Transfer/Income
CARD PURCHASE WHOLE FOODS LOC:EAST1661,Groceries
DEBIT PURCHASE TRADER JOES,Groceries
AEP,Utilities
VISA POS RESTAURANT,Coffee/Dining
CARD PURCHASE RALPHS,Groceries
POS SALE APPLE STORE,Shopping
EFT GAS STATION,Fuel/Gas
CARD PURCHASE TRADER JOES LOC:EAST1661,Groceries
VISA POS WHOLE FOODS,Groceries
POS SALE DOCTOR,Health/Fitness
DEBIT PURCHASE TRADER JOES,Groceries
DEBIT PURCHASE CAFE,Coffee/Dining
POS SALE CAFE,Coffee/Dining
VISA POS TARGET,Shopping
EFT UBER TRIP,Transport
DEBIT PURCHASE GAS STATION 836,Fuel/Gas
POS SALE TARGET,Shopping
VISA POS CAFE 836,Coffee/Dining
DEBIT PURCHASE RALPHS ID:GEWT57297732507583,Groceries
DEBIT PURCHASE PIZZA,Coffee/Dining
CARD PURCHASE RETAIL 836,Shopping
CARD PURCHASE APPLE STORE 836,Shopping
TRANSFER,Transfer/Income
VISA POS PHARMACY,Health/Fitness
DEBIT PURCHASE TRADER JOES ID:GEWT57297732507583,Groceries
DEBIT PURCHASE CAFE 836,Coffee/Dining
CARD PURCHASE MCDONALDS 836,Coffee/Dining
DEBIT PURCHASE WHOLE FOODS T:071098,Groceries
TRANSFER,Transfer/Income
CABLE,Utilities
EFT RETAIL,Shopping
DEBIT PURCHASE BEST BUY,Shopping
VISA POS RESTAURANT 836,Coffee/Dining
AEP,Utilities
EFT RETAIL LOC:EAST1661,Shopping
EFT RETAIL ID:GEWT57297732507583,Shopping
CARD PURCHASE SUSHI 836,Coffee/Dining
CARD PURCHASE GROCERY T:071098,Groceries
DEBIT PURCHASE GROCERY LOC:EAST1661,Groceries
VISA POS RESTAURANT,Coffee/Dining
TRANSFER,Transfer/Income
POS SALE SUSHI 836,Coffee/Dining
COMCAST T:071098,Utilities
POS SALE RALPHS ID:GEWT57297732507583,Groceries
POS SALE STARBUCKS T:071098,Coffee/Dining
POS SALE MCDONALDS LOC:EAST1661,Coffee/Dining
CARD PURCHASE WHOLE FOODS 836,Groceries
CARD PURCHASE RALPHS,Groceries
DEBIT PURCHASE TRADER JOES,Groceries
EFT RETAIL,Shopping
DEBIT PURCHASE CHEVRON,Fuel/Gas
POS SALE TRADER JOES LOC:EAST1661,Groceries
CARD PURCHASE RALPHS,Groceries
EFT RALPHS ID:GEWT57297732507583,Groceries
EFT MARKET ID:GEWT57297732507583,Groceries
EFT GAS STATION 836,Fuel/Gas
EFT GYM MEMBERSHIP,Health/Fitness
EFT SHELL GAS,Fuel/Gas
TRANSFER T:071098,Transfer/Income
VISA POS GROCERY,Groceries
PAYROLL 836,Transfer/Income
EFT TARGET T:071098,Shopping
VISA POS SHELL GAS,Fuel/Gas
DEBIT PURCHASE LYFT,Transport
POS SALE TRADER JOES 836,Groceries
EFT AMAZON.COM,Shopping
TRANSFER,Transfer/Income
SALARY,Transfer/Income
AEP,Utilities
VENMO CASH IN,Transfer/Income
DEBIT PURCHASE STARBUCKS,Coffee/Dining
DEBIT PURCHASE RETAIL T:071098,Shopping
VISA POS MARKET,Groceries
WATER SERVICE,Utilities
EFT DOCTOR,Health/Fitness
VISA POS PUMP,Fuel/Gas
CARD PURCHASE PIZZA ID:GEWT57297732507583,Coffee/Dining
CARD PURCHASE BEST BUY,Shopping
CABLE ID:GEWT57297732507583,Utilities
DEBIT PURCHASE APPLE STORE LOC:EAST1661,Shopping
EFT APPLE STORE,Shopping
CARD PURCHASE BEST BUY T:071098,Shopping
POS SALE RALPHS,Groceries
VISA POS LYFT,Transport
POS SALE PIZZA,Coffee/Dining
DEBIT PURCHASE AMAZON.COM ID:GEWT57297732507583,Shopping
EFT TRADER JOES,Groceries
POS SALE PIZZA LOC:EAST1661,Coffee/Dining
VISA POS CAFE 836,Coffee/Dining
CARD PURCHASE GROCERY,Groceries
CARD PURCHASE BEST BUY,Shopping
EFT APPLE STORE,Shopping
DEBIT PURCHASE APPLE STORE,Shopping
EFT GROCERY 836,Groceries
EFT APPLE STORE ID:GEWT57297732507583,Shopping
CABLE ID:GEWT57297732507583,Utilities
AEP LOC:EAST1661,Utilities
VENMO CASH IN 836,Transfer/Income
EFT RALPHS,Groceries
POS SALE MCDONALDS,Coffee/Dining
DEBIT PURCHASE RESTAURANT ID:GEWT57297732507583,Coffee/Dining
VENMO CASH IN,Transfer/Income
CARD PURCHASE MCDONALDS ID:GEWT57297732507583,Coffee/Dining
ELEC BILL ID:GEWT57297732507583,Utilities
EFT TARGET,Shopping
POS SALE RETAIL LOC:EAST1661,Shopping
VISA POS LYFT 836,Transport
CARD PURCHASE CAFE 836,Coffee/Dining
CABLE LOC:EAST1661,Utilities
CARD PURCHASE AMAZON.COM,Shopping
VISA POS GYM MEMBERSHIP,Health/Fitness
DEBIT PURCHASE AMAZON.COM,Shopping
CABLE,Utilities
EFT TARGET LOC:EAST1661,Shopping
VISA POS UBER TRIP,Transport
EFT SHELL GAS ID:GEWT57297732507583,Fuel/Gas
WATER SERVICE,Utilities
POS SALE APPLE STORE,Shopping
EFT MARKET LOC:EAST1661,Groceries
CARD PURCHASE CAFE,Coffee/Dining
ELEC BILL LOC:EAST1661,Utilities
EFT EXXON,Fuel/Gas
VISA POS RESTAURANT,Coffee/Dining
PAYROLL ID:GEWT57297732507583,Transfer/Income
CARD PURCHASE AMAZON.COM 836,Shopping
EFT RESTAURANT,Coffee/Dining
VISA POS AMAZON.COM,Shopping
AEP 836,Utilities
DEBIT PURCHASE TRADER JOES,Groceries
CARD PURCHASE RETAIL,Shopping
WATER SERVICE,Utilities
DEBIT PURCHASE GYM MEMBERSHIP 836,Health/Fitness
POS SALE BEST BUY,Shopping
DEBIT PURCHASE RESTAURANT T:071098,Coffee/Dining
DEBIT PURCHASE PIZZA,Coffee/Dining
VISA POS CAFE,Coffee/Dining
TRANSFER,Transfer/Income
DEBIT PURCHASE AMAZON.COM T:071098,Shopping
DEBIT PURCHASE CAFE T:071098,Coffee/Dining
VISA POS METRO RAIL ID:GEWT57297732507583,Transport
TRANSFER T:071098,Transfer/Income
CARD PURCHASE RALPHS,Groceries
VISA POS SUSHI,Coffee/Dining
EFT STARBUCKS LOC:EAST1661,Coffee/Dining
CARD PURCHASE RESTAURANT ID:GEWT57297732507583,Coffee/Dining
SALARY T:071098,Transfer/Income
EFT RESTAURANT ID:GEWT57297732507583,Coffee/Dining
VISA POS APPLE STORE ID:GEWT57297732507583,Shopping
CARD PURCHASE EXXON,Fuel/Gas
DEBIT PURCHASE TARGET,Shopping
EFT MARKET,Groceries
DEBIT PURCHASE MARKET,Groceries
SALARY,Transfer/Income
TRANSFER,Transfer/Income
DEBIT PURCHASE MARKET ID:GEWT57297732507583,Groceries
CARD PURCHASE BEST BUY T:071098,Shopping
CARD PURCHASE GROCERY T:071098,Groceries
POS SALE GAS STATION,Fuel/Gas
VISA POS WHOLE FOODS,Groceries
EFT PIZZA,Coffee/Dining
CARD PURCHASE DOCTOR T:071098,Health/Fitness
CARD PURCHASE CHEVRON,Fuel/Gas
VENMO CASH IN T:071098,Transfer/Income
POS SALE MCDONALDS T:071098,Coffee/Dining
CARD PURCHASE TRADER JOES,Groceries
EFT GAS STATION LOC:EAST1661,Fuel/Gas
PAYROLL,Transfer/Income
CARD PURCHASE GROCERY,Groceries
VISA POS AMAZON.COM 836,Shopping
EFT LYFT,Transport
CARD PURCHASE LYFT,Transport
EFT SUSHI,Coffee/Dining
EFT CHEVRON,Fuel/Gas
CARD PURCHASE EXXON 836,Fuel/Gas
CARD PURCHASE GAS STATION ID:GEWT57297732507583,Fuel/Gas
TRANSFER,Transfer/Income
EFT EXXON,Fuel/Gas
SALARY,Transfer/Income
POS SALE PUMP,Fuel/Gas
CARD PURCHASE GROCERY 836,Groceries
CARD PURCHASE WHOLE FOODS,Groceries
CARD PURCHASE BEST BUY,Shopping
POS SALE PHARMACY,Health/Fitness
CABLE ID:GEWT57297732507583,Utilities
DEBIT PURCHASE PIZZA T:071098,Coffee/Dining
VISA POS GROCERY,Groceries
TRANSFER 836,Transfer/Income
DEBIT PURCHASE RETAIL,Shopping
VENMO CASH IN,Transfer/Income
DEBIT PURCHASE RALPHS T:071098,Groceries
VISA POS METRO RAIL,Transport
VISA POS STARBUCKS,Coffee/Dining
VISA POS TARGET ID:GEWT57297732507583,Shopping
DEBIT PURCHASE MARKET,Groceries
POS SALE WHOLE FOODS T:071098,Groceries
DEBIT PURCHASE RALPHS,Groceries
EFT MARKET 836,Groceries
POS SALE BEST BUY,Shopping
DEBIT PURCHASE EXXON,Fuel/Gas
VENMO CASH IN,Transfer/Income
DEBIT PURCHASE APPLE STORE T:071098,Shopping
SALARY,Transfer/Income
POS SALE RALPHS T:071098,Groceries
DEBIT PURCHASE WHOLE FOODS 836,Groceries
ELEC BILL,Utilities
DEBIT PURCHASE BEST BUY,Shopping
POS SALE BEST BUY,Shopping
DEBIT PURCHASE CHEVRON,Fuel/Gas
EFT AMAZON.COM,Shopping
CARD PURCHASE TARGET,Shopping
VISA POS SUSHI,Coffee/Dining
CARD PURCHASE PHARMACY T:071098,Health/Fitness
VENMO CASH IN ID:GEWT57297732507583,Transfer/Income
CARD PURCHASE PIZZA ID:GEWT57297732507583,Coffee/Dining
VISA POS TRADER JOES LOC:EAST1661,Groceries
EFT TARGET T:071098,Shopping
POS SALE CAFE,Coffee/Dining
VISA POS GYM MEMBERSHIP,Health/Fitness
POS SALE TRADER JOES,Groceries
VENMO CASH IN ID:GEWT57297732507583,Transfer/Income
TRANSFER,Transfer/Income
EFT GYM MEMBERSHIP ID:GEWT57297732507583,Health/Fitness
VENMO CASH IN LOC:EAST1661,Transfer/Income
SALARY LOC:EAST1661,Transfer/Income
PAYROLL,Transfer/Income
PAYROLL,Transfer/Income
